日期,商品名称,订单量,订单金额
7/1/2025,购买钻石,3,29.97
7/1/2025,续费订阅,392,9138.08
6/30/2025,续费订阅,490,10511.55
6/30/2025,会员延期,12,1077.55
6/30/2025,购买消息扩容,61,732.39
6/30/2025,购买消息,403,3810
6/30/2025,购买钻石,3,10.97
6/30/2025,购买订阅,212,6072.11
6/30/2025,升级订阅,138,7203.19
6/29/2025,续费订阅,502,10903.88
6/29/2025,购买消息扩容,82,940.18
6/29/2025,会员延期,10,579.79
6/29/2025,购买消息,369,3458
6/29/2025,购买钻石,5,22.95
6/29/2025,购买订阅,181,6343.19
6/29/2025,升级订阅,127,5250.07
6/28/2025,会员延期,9,521.8
6/28/2025,购买钻石,4,15.96
6/28/2025,购买消息,345,3242
6/28/2025,续费订阅,456,10982.82
6/28/2025,升级订阅,108,5767.46
6/28/2025,购买消息扩容,62,673.38
6/28/2025,购买订阅,209,6931.7
6/27/2025,会员延期,10,1656.46
6/27/2025,购买钻石,6,32.94
6/27/2025,购买消息,339,3214
6/27/2025,续费订阅,480,10656.85
6/27/2025,购买消息扩容,86,995.14
6/27/2025,升级订阅,146,7909.97
6/27/2025,购买订阅,213,9770.36
6/26/2025,购买订阅,177,7784.24
6/26/2025,购买消息扩容,65,803.35
6/26/2025,升级订阅,129,7156.59
6/26/2025,续费订阅,542,11347.32
6/26/2025,会员延期,10,1008.68
6/26/2025,购买钻石,4,11.96
6/26/2025,购买消息,342,3204
6/25/2025,购买消息扩容,78,883.22
6/25/2025,购买订阅,192,8177.19
6/25/2025,升级订阅,139,6245.44
6/25/2025,续费订阅,560,12337.78
6/25/2025,会员延期,20,1853.36
6/25/2025,购买钻石,5,8.95
6/25/2025,购买消息,313,2934
6/24/2025,购买消息扩容,80,875.2
6/24/2025,续费订阅,469,10009.5
6/24/2025,购买消息,338,3172
6/24/2025,购买钻石,1,0.99
6/24/2025,会员延期,10,496.79
6/24/2025,购买订阅,216,9112.35
6/24/2025,升级订阅,129,6516.48
6/23/2025,续费订阅,506,11144.86
6/23/2025,购买消息,356,3340
6/23/2025,购买钻石,3,6.97
6/23/2025,购买消息扩容,88,1185.12
6/23/2025,会员延期,14,1707.42
6/23/2025,购买订阅,223,7991.26
6/23/2025,升级订阅,118,6639.83
6/22/2025,升级订阅,114,6180.49
6/22/2025,购买订阅,222,8912.57
6/22/2025,购买消息,358,3352
6/22/2025,购买钻石,5,26.95
6/22/2025,购买消息扩容,75,883.25
6/22/2025,会员延期,14,1288.42
6/22/2025,续费订阅,501,10760.45
6/21/2025,升级订阅,105,4318.73
6/21/2025,购买订阅,200,5595.1
6/21/2025,购买消息,335,3150
6/21/2025,购买钻石,4,30.96
6/21/2025,会员延期,7,275.93
6/21/2025,购买消息扩容,70,765.3
6/21/2025,续费订阅,457,10146.98
6/20/2025,购买消息扩容,88,980.12
6/20/2025,购买订阅,188,6213.12
6/20/2025,升级订阅,131,6561.77
6/20/2025,续费订阅,516,9933.85
6/20/2025,购买钻石,4,20.96
6/20/2025,购买消息,335,3118
6/20/2025,会员延期,14,1725.2
6/19/2025,购买订阅,207,6271.13
6/19/2025,购买消息扩容,78,811.22
6/19/2025,升级订阅,137,6577.14
6/19/2025,续费订阅,532,11828.12
6/19/2025,购买钻石,2,5.98
6/19/2025,购买消息,285,2678
6/19/2025,会员延期,6,853.61
6/18/2025,购买钻石,7,32.93
6/18/2025,购买消息,308,2920
6/18/2025,会员延期,7,1197.6
6/18/2025,续费订阅,473,9732.55
6/18/2025,购买消息扩容,80,957.2
6/18/2025,升级订阅,151,7392.22
6/18/2025,购买订阅,226,9867.01
6/17/2025,购买钻石,5,21.95
6/17/2025,购买消息,335,3134
6/17/2025,会员延期,15,1065.52
6/17/2025,续费订阅,442,7944.31
6/17/2025,升级订阅,104,4867.82
6/17/2025,购买消息扩容,78,887.22
6/17/2025,购买订阅,217,8004.49
6/16/2025,续费订阅,492,9706.99
6/16/2025,购买消息,297,2726
6/16/2025,购买钻石,2,1.98
6/16/2025,会员延期,16,1181.4
6/16/2025,购买订阅,213,8749.92
6/16/2025,升级订阅,145,6887.23
6/16/2025,购买消息扩容,88,928.12
6/15/2025,续费订阅,443,9513.39
6/15/2025,购买消息,286,2676
6/15/2025,购买钻石,5,17.95
6/15/2025,会员延期,18,1157.6
6/15/2025,购买订阅,230,11012.31
6/15/2025,购买消息扩容,64,712.36
6/15/2025,升级订阅,144,8294.8
6/14/2025,升级订阅,120,6849.04
6/14/2025,购买订阅,204,5850.99
6/14/2025,购买消息扩容,80,908.2
6/14/2025,购买消息,283,2634
6/14/2025,购买钻石,2,19.98
6/14/2025,会员延期,9,645.69
6/14/2025,续费订阅,471,10250.28
6/13/2025,升级订阅,135,10052.44
6/13/2025,购买消息扩容,105,1198.95
6/13/2025,购买订阅,234,8139.03
6/13/2025,购买消息,312,2880
6/13/2025,购买钻石,11,49.89
6/13/2025,会员延期,12,1395.44
6/13/2025,续费订阅,451,8690.95
6/12/2025,购买订阅,235,9964.7
6/12/2025,升级订阅,170,8150.83
6/12/2025,续费订阅,457,9748.98
6/12/2025,购买钻石,5,12.95
6/12/2025,购买消息,228,2100
6/12/2025,会员延期,19,2117.26
6/12/2025,购买消息扩容,83,894.17
6/11/2025,购买订阅,217,9099.45
6/11/2025,升级订阅,135,7861.96
6/11/2025,购买消息扩容,90,952.1
6/11/2025,续费订阅,454,8949.19
6/11/2025,购买钻石,3,11.97
6/11/2025,购买消息,248,2288
6/11/2025,会员延期,28,4067.62
6/10/2025,购买钻石,2,5.98
6/10/2025,购买消息,233,2118
6/10/2025,会员延期,25,5161.21
6/10/2025,购买消息扩容,111,1310.89
6/10/2025,续费订阅,469,9819.2
6/10/2025,升级订阅,143,9296.78
6/10/2025,购买订阅,292,11039.06
6/9/2025,购买钻石,3,11.97
6/9/2025,购买消息,220,1960
6/9/2025,会员延期,19,2390.93
6/9/2025,购买消息扩容,82,846.18
6/9/2025,续费订阅,432,7770.68
6/9/2025,升级订阅,144,10852.65
6/9/2025,购买订阅,248,10243.93
6/8/2025,升级订阅,154,7744.15
6/8/2025,购买消息扩容,104,1088.96
6/8/2025,购买订阅,248,8452.94
6/8/2025,会员延期,13,1791.21
6/8/2025,购买消息,217,2002
6/8/2025,购买钻石,7,27.93
6/8/2025,续费订阅,454,9898.35
6/7/2025,升级订阅,162,10515.96
6/7/2025,购买消息扩容,97,1040.03
6/7/2025,购买订阅,243,9412.42
6/7/2025,会员延期,10,660.68
6/7/2025,购买消息,191,1686
6/7/2025,购买钻石,9,34.91
6/7/2025,续费订阅,406,8402.94
6/6/2025,续费订阅,459,8948.41
6/6/2025,会员延期,26,4346.53
6/6/2025,购买消息,169,1546
6/6/2025,购买钻石,5,16.95
6/6/2025,购买消息扩容,101,1017.99
6/6/2025,购买订阅,294,11752.88
6/6/2025,升级订阅,233,19646.29
6/5/2025,续费订阅,501,10146.99
6/5/2025,会员延期,22,3775.9
6/5/2025,购买消息,195,1722
6/5/2025,购买钻石,9,43.91
6/5/2025,购买订阅,273,12192.26
6/5/2025,购买消息扩容,94,947.06
6/5/2025,升级订阅,261,23864.71
6/4/2025,会员延期,16,3864.29
6/4/2025,购买钻石,4,12.96
6/4/2025,购买消息扩容,26,226.74
6/4/2025,购买消息,170,1532
6/4/2025,续费订阅,450,9336.39
6/4/2025,升级订阅,89,2975.72
6/4/2025,购买订阅,227,8741.67
6/3/2025,会员延期,11,630.78
6/3/2025,购买钻石,6,31.94
6/3/2025,购买消息,132,1168
6/3/2025,续费订阅,492,10697.08
6/3/2025,升级订阅,88,2533.34
6/3/2025,购买订阅,231,8974.53
6/2/2025,购买订阅,259,8846.51
6/2/2025,升级订阅,109,4038.91
6/2/2025,续费订阅,519,10641.81
6/2/2025,会员延期,8,728.59
6/2/2025,购买钻石,5,12.95
6/2/2025,购买消息,144,1288
6/1/2025,购买订阅,229,8004.13
6/1/2025,升级订阅,102,4541.92
6/1/2025,续费订阅,392,7552.97
6/1/2025,会员延期,11,604.78
6/1/2025,购买钻石,5,30.95
6/1/2025,购买消息,146,1276
5/31/2025,续费订阅,367,7340.33
5/31/2025,购买钻石,7,6.93
5/31/2025,购买消息,159,1426
5/31/2025,会员延期,9,521.8
5/31/2025,购买订阅,230,6206.25
5/31/2025,升级订阅,93,2789.29
5/30/2025,续费订阅,477,9114.23
5/30/2025,购买钻石,9,43.91
5/30/2025,购买消息,170,1476
5/30/2025,会员延期,9,221.91
5/30/2025,购买订阅,238,7551.99
5/30/2025,升级订阅,107,4279.97
5/29/2025,升级订阅,104,4109.54
5/29/2025,购买订阅,226,7102.69
5/29/2025,购买钻石,7,27.93
5/29/2025,购买消息,177,1602
5/29/2025,会员延期,10,1005.46
5/29/2025,续费订阅,402,8115.98
5/28/2025,升级订阅,85,3686.43
5/28/2025,购买订阅,247,8061.29
5/28/2025,购买钻石,5,44.95
5/28/2025,购买消息,167,1494
5/28/2025,会员延期,13,1147.43
5/28/2025,续费订阅,464,9555.36
5/27/2025,购买订阅,317,11753.98
5/27/2025,升级订阅,110,4358.23
5/27/2025,续费订阅,509,9626.25
5/27/2025,购买消息,167,1514
5/27/2025,购买钻石,13,83.87
5/27/2025,会员延期,8,938.7
5/26/2025,购买订阅,326,11857.03
5/26/2025,升级订阅,108,2712.62
5/26/2025,续费订阅,489,10224
5/26/2025,购买消息,150,1332
5/26/2025,购买钻石,10,39.9
5/26/2025,会员延期,6,530.72
5/25/2025,购买消息,167,1490
5/25/2025,购买钻石,4,21.96
5/25/2025,会员延期,8,559.7
5/25/2025,续费订阅,434,9055.66
5/25/2025,升级订阅,101,4137.42
5/25/2025,购买订阅,271,8913.01
5/24/2025,购买消息,166,1484
5/24/2025,购买钻石,4,16.96
5/24/2025,会员延期,13,607.76
5/24/2025,续费订阅,463,9012.37
5/24/2025,升级订阅,112,3983.82
5/24/2025,购买订阅,303,10049.38
5/23/2025,升级订阅,113,3604.19
5/23/2025,购买订阅,314,9973.58
5/23/2025,会员延期,9,936.58
5/23/2025,购买钻石,10,56.9
5/23/2025,购买消息,151,1362
5/23/2025,续费订阅,509,16934.93
5/22/2025,升级订阅,85,4339.03
5/22/2025,购买订阅,306,7898.6
5/22/2025,会员延期,5,479.84
5/22/2025,购买钻石,6,22.94
5/22/2025,购买消息,185,1606
5/22/2025,续费订阅,435,8892.88
5/21/2025,续费订阅,464,8482.36
5/21/2025,会员延期,7,263.71
5/21/2025,购买钻石,9,32.91
5/21/2025,购买消息,162,1432
5/21/2025,购买订阅,316,9673.63
5/21/2025,升级订阅,111,3517.55
5/20/2025,续费订阅,505,9739.95
5/20/2025,会员延期,9,565.8
5/20/2025,购买钻石,7,40.93
5/20/2025,购买消息,161,1458
5/20/2025,购买订阅,302,12436.16
5/20/2025,升级订阅,108,3936.59
5/19/2025,会员延期,2,108.87
5/19/2025,购买消息,161,1410
5/19/2025,购买钻石,2,10.98
5/19/2025,续费订阅,451,8260.49
5/19/2025,升级订阅,113,4089.09
5/19/2025,购买订阅,283,7324.55
5/18/2025,会员延期,5,135.95
5/18/2025,购买消息,168,1472
5/18/2025,购买钻石,7,32.93
5/18/2025,续费订阅,418,7142.82
5/18/2025,升级订阅,92,3195.54
5/18/2025,购买订阅,246,8779.38
5/17/2025,购买订阅,254,8143.95
5/17/2025,升级订阅,112,4226.39
5/17/2025,续费订阅,500,9183.89
5/17/2025,会员延期,5,444.84
5/17/2025,购买消息,159,1394
5/17/2025,购买钻石,9,42.91
5/16/2025,购买订阅,242,6041.42
5/16/2025,升级订阅,103,3415.78
5/16/2025,续费订阅,591,11745.98
5/16/2025,会员延期,4,32.96
5/16/2025,购买消息,176,1560
5/16/2025,购买钻石,5,30.95
5/15/2025,续费订阅,599,11184.9
5/15/2025,会员延期,6,538.83
5/15/2025,购买消息,189,1614
5/15/2025,降级订阅,1,49.99
5/15/2025,购买钻石,5,25.95
5/15/2025,购买订阅,210,5203.62
5/15/2025,升级订阅,106,3428.74
5/14/2025,续费订阅,568,11613.88
5/14/2025,会员延期,7,598.71
5/14/2025,购买消息,167,1486
5/14/2025,购买钻石,5,30.95
5/14/2025,购买订阅,188,6041.62
5/14/2025,升级订阅,103,4648.97
5/13/2025,升级订阅,84,2833.48
5/13/2025,购买订阅,232,6478.72
5/13/2025,会员延期,9,212.91
5/13/2025,购买消息,163,1446
5/13/2025,购买钻石,13,68.87
5/13/2025,续费订阅,553,11061.27
5/12/2025,升级订阅,95,4120.5
5/12/2025,购买订阅,267,8175.6
5/12/2025,会员延期,2,144.87
5/12/2025,购买消息,190,1676
5/12/2025,降级订阅,2,20.98
5/12/2025,购买钻石,10,44.9
5/12/2025,续费订阅,605,12393.62
5/11/2025,购买订阅,195,5420.97
5/11/2025,升级订阅,105,3920.39
5/11/2025,续费订阅,577,11940.79
5/11/2025,会员延期,13,396.65
5/11/2025,购买钻石,7,46.93
5/11/2025,购买消息,180,1544
5/10/2025,购买订阅,206,5898.09
5/10/2025,升级订阅,106,3410.26
5/10/2025,续费订阅,530,9193.48
5/10/2025,会员延期,6,266.72
5/10/2025,降级订阅,1,14.99
5/10/2025,购买钻石,5,25.95
5/10/2025,购买消息,155,1398
5/9/2025,会员延期,5,144.95
5/9/2025,购买钻石,11,14.89
5/9/2025,购买消息,191,1646
5/9/2025,续费订阅,576,11149.24
5/9/2025,升级订阅,117,3250.59
5/9/2025,购买订阅,231,7254.4
5/8/2025,会员延期,7,535.82
5/8/2025,购买钻石,5,13.95
5/8/2025,降级订阅,1,5.99
5/8/2025,购买消息,197,1686
5/8/2025,续费订阅,528,10329.61
5/8/2025,升级订阅,98,3299.17
5/8/2025,购买订阅,208,5569.73
5/7/2025,升级订阅,94,3827.52
5/7/2025,购买订阅,230,6781.41
5/7/2025,购买消息,168,1444
5/7/2025,降级订阅,1,14.99
5/7/2025,购买钻石,5,30.95
5/7/2025,会员延期,6,265.72
5/7/2025,续费订阅,534,10772.55
5/6/2025,升级订阅,91,2901.79
5/6/2025,购买订阅,247,7518.58
5/6/2025,购买消息,194,1720
5/6/2025,购买钻石,9,43.91
5/6/2025,降级订阅,2,55.98
5/6/2025,会员延期,3,115.86
5/6/2025,续费订阅,573,11726.05
5/5/2025,续费订阅,544,11366.01
5/5/2025,购买消息,187,1630
5/5/2025,购买钻石,3,15.97
5/5/2025,降级订阅,1,5.99
5/5/2025,会员延期,4,818.63
5/5/2025,购买订阅,235,6899.58
5/5/2025,升级订阅,97,4050.36
5/4/2025,续费订阅,555,10944.34
5/4/2025,购买消息,159,1402
5/4/2025,购买钻石,10,43.9
5/4/2025,会员延期,7,598.6
5/4/2025,购买订阅,196,6722.41
5/4/2025,升级订阅,110,4551.32
5/3/2025,购买钻石,7,19.93
5/3/2025,购买消息,184,1636
5/3/2025,会员延期,8,904.59
5/3/2025,续费订阅,628,13251.28
5/3/2025,升级订阅,113,3499.6
5/3/2025,购买订阅,239,7089.88
5/2/2025,降级订阅,1,5.99
5/2/2025,购买钻石,5,26.95
5/2/2025,购买消息,160,1428
5/2/2025,会员延期,4,59.96
5/2/2025,续费订阅,579,12136.88
5/2/2025,升级订阅,124,4156.28
5/2/2025,购买订阅,199,4568.15
5/1/2025,购买订阅,229,6125.75
5/1/2025,升级订阅,98,3682.05
5/1/2025,续费订阅,494,9556.84
5/1/2025,降级订阅,1,5.99
5/1/2025,购买钻石,4,25.96
5/1/2025,购买消息,150,1304
5/1/2025,会员延期,6,106.83
4/30/2025,购买订阅,242,8002.3
4/30/2025,升级订阅,92,4477.83
4/30/2025,续费订阅,595,10412.94
4/30/2025,购买钻石,4,16.96
4/30/2025,降级订阅,1,5.99
4/30/2025,购买消息,171,1562
4/30/2025,会员延期,4,394.85
4/29/2025,续费订阅,485,9625.82
4/29/2025,会员延期,6,319.72
4/29/2025,降级订阅,3,115.86
4/29/2025,购买钻石,9,47.91
4/29/2025,购买消息,140,1176
4/29/2025,购买订阅,205,6411.66
4/29/2025,升级订阅,112,4598.83
4/28/2025,续费订阅,525,10150.53
4/28/2025,会员延期,5,489.73
4/28/2025,购买钻石,12,51.88
4/28/2025,购买消息,154,1340
4/28/2025,购买订阅,248,8264.57
4/28/2025,升级订阅,95,2901.41
4/27/2025,升级订阅,88,4315.62
4/27/2025,购买订阅,274,7664.65
4/27/2025,会员延期,6,213.72
4/27/2025,购买钻石,11,58.89
4/27/2025,购买消息,144,1268
4/27/2025,续费订阅,564,10624.25
4/26/2025,升级订阅,80,3953.53
4/26/2025,购买订阅,262,9983.33
4/26/2025,会员延期,3,115.86
4/26/2025,降级订阅,1,14.99
4/26/2025,购买钻石,5,22.95
4/26/2025,购买消息,189,1638
4/26/2025,续费订阅,552,10918.37
4/25/2025,购买订阅,257,7693.92
4/25/2025,升级订阅,79,2564.48
4/25/2025,续费订阅,545,10467.44
4/25/2025,会员延期,1,5.99
4/25/2025,购买消息,155,1334
4/25/2025,购买钻石,8,33.92
4/24/2025,购买订阅,226,7081.01
4/24/2025,升级订阅,99,4841.59
4/24/2025,续费订阅,547,10986.31
4/24/2025,会员延期,2,109.87
4/24/2025,购买消息,155,1338
4/24/2025,降级订阅,1,5.99
4/24/2025,购买钻石,6,40.94
4/23/2025,会员延期,3,79.97
4/23/2025,购买消息,164,1428
4/23/2025,购买钻石,6,22.94
4/23/2025,续费订阅,534,11031.22
4/23/2025,升级订阅,114,4327.05
4/23/2025,购买订阅,198,5994.39
4/22/2025,会员延期,4,23.96
4/22/2025,购买消息,179,1578
4/22/2025,购买钻石,9,47.91
4/22/2025,续费订阅,532,10180.68
4/22/2025,升级订阅,89,3475.56
4/22/2025,购买订阅,243,7094.06
4/21/2025,升级订阅,93,4060.11
4/21/2025,购买订阅,298,7834.29
4/21/2025,降级订阅,1,14.99
4/21/2025,购买钻石,15,94.85
4/21/2025,购买消息,144,1304
4/21/2025,续费订阅,544,9877.45
4/20/2025,升级订阅,83,2674.89
4/20/2025,购买订阅,245,8513.71
4/20/2025,购买钻石,10,44.9
4/20/2025,降级订阅,1,14.99
4/20/2025,购买消息,145,1274
4/20/2025,续费订阅,557,10049.21
4/19/2025,续费订阅,562,11010.05
4/19/2025,购买钻石,7,14.93
4/19/2025,降级订阅,1,5.99
4/19/2025,购买消息,131,1174
4/19/2025,购买订阅,227,6520.43
4/19/2025,升级订阅,97,3685.78
4/18/2025,续费订阅,558,10577.2
4/18/2025,降级订阅,1,5.99
4/18/2025,购买钻石,9,34.91
4/18/2025,购买消息,153,1374
4/18/2025,会员延期,1,5.99
4/18/2025,购买订阅,241,7249.64
4/18/2025,升级订阅,110,4157.93
4/17/2025,购买消息,127,1122
4/17/2025,购买钻石,8,42.92
4/17/2025,降级订阅,1,5.99
4/17/2025,续费订阅,554,10174.24
4/17/2025,升级订阅,124,6243.07
4/17/2025,购买订阅,312,9371.16
4/16/2025,购买消息,153,1338
4/16/2025,购买钻石,6,36.94
4/16/2025,续费订阅,576,10557.24
4/16/2025,升级订阅,82,3009.32
4/16/2025,购买订阅,242,6350.28
4/15/2025,购买订阅,248,6944.23
4/15/2025,升级订阅,87,3208.99
4/15/2025,续费订阅,572,10623.28
4/15/2025,购买消息,148,1288
4/15/2025,降级订阅,2,64.98
4/15/2025,购买钻石,4,20.96
4/14/2025,购买订阅,246,8837.71
4/14/2025,升级订阅,79,2254.25
4/14/2025,续费订阅,556,9756.22
4/14/2025,购买消息,152,1336
4/14/2025,购买钻石,9,61.91
4/14/2025,降级订阅,1,5.99
4/13/2025,升级订阅,65,1541.32
4/13/2025,购买订阅,201,5100.13
4/13/2025,降级订阅,2,11.98
4/13/2025,购买钻石,10,48.9
4/13/2025,购买消息,145,1254
4/13/2025,续费订阅,551,10628.38
4/12/2025,升级订阅,66,2391.23
4/12/2025,购买订阅,185,4448.29
4/12/2025,购买钻石,4,25.96
4/12/2025,降级订阅,1,14.99
4/12/2025,购买消息,128,1096
4/12/2025,续费订阅,532,9872.68
4/11/2025,续费订阅,552,10712.37
4/11/2025,购买钻石,6,45.94
4/11/2025,购买消息,137,1194
4/11/2025,购买订阅,229,6795.77
4/11/2025,升级订阅,66,2781.89
4/10/2025,续费订阅,526,9149.52
4/10/2025,降级订阅,1,14.99
4/10/2025,购买钻石,5,21.95
4/10/2025,购买消息,124,1084
4/10/2025,购买订阅,219,7321.53
4/10/2025,升级订阅,60,1457.94
4/9/2025,购买消息,124,1076
4/9/2025,购买钻石,10,39.9
4/9/2025,续费订阅,541,9627.59
4/9/2025,升级订阅,54,1199.16
4/9/2025,购买订阅,230,6864.41
4/8/2025,购买消息,124,1052
4/8/2025,降级订阅,2,29.98
4/8/2025,购买钻石,9,34.91
4/8/2025,续费订阅,479,8917.1
4/8/2025,升级订阅,62,2026.92
4/8/2025,购买订阅,205,4763.43
4/7/2025,购买订阅,219,5906.07
4/7/2025,升级订阅,63,1623.18
4/7/2025,续费订阅,521,10594.13
4/7/2025,购买消息,119,1002
4/7/2025,购买钻石,3,15.97
4/6/2025,购买订阅,227,5645.55
4/6/2025,升级订阅,66,1800.41
4/6/2025,续费订阅,575,10611.25
4/6/2025,购买消息,124,1080
4/6/2025,购买钻石,5,21.95
4/6/2025,降级订阅,2,55.98
4/5/2025,续费订阅,494,8737.95
4/5/2025,购买钻石,6,13.94
4/5/2025,购买消息,128,1108
4/5/2025,购买订阅,193,5380.55
4/5/2025,升级订阅,72,2926.9
4/4/2025,续费订阅,548,10307.3
4/4/2025,购买钻石,11,63.89
4/4/2025,降级订阅,2,20.98
4/4/2025,购买消息,127,1122
4/4/2025,购买订阅,224,7491.47
4/4/2025,升级订阅,61,1345.72
4/3/2025,升级订阅,64,2091.51
4/3/2025,购买订阅,244,6627.27
4/3/2025,购买钻石,9,38.91
4/3/2025,购买消息,120,1080
4/3/2025,续费订阅,584,11443.05
4/2/2025,升级订阅,88,2382.33
4/2/2025,购买订阅,209,5377.05
4/2/2025,购买钻石,2,19.98
4/2/2025,购买消息,123,1050
4/2/2025,续费订阅,541,10156.48
4/1/2025,购买订阅,234,5786.7
4/1/2025,升级订阅,67,1612.08
4/1/2025,续费订阅,419,8405.7
4/1/2025,购买消息,131,1146
4/1/2025,购买钻石,3,11.97
4/1/2025,降级订阅,1,5.99
3/31/2025,购买订阅,304,7239.68
3/31/2025,升级订阅,88,1787.13
3/31/2025,续费订阅,412,7752.77
3/31/2025,购买消息,131,1134
3/31/2025,购买钻石,3,20.97
3/30/2025,购买消息,120,1020
3/30/2025,购买钻石,6,36.94
3/30/2025,续费订阅,431,7968.58
3/30/2025,升级订阅,69,2151.31
3/30/2025,购买订阅,242,5898.4
3/29/2025,购买消息,131,1146
3/29/2025,购买钻石,4,16.96
3/29/2025,续费订阅,449,7997.4
3/29/2025,升级订阅,61,3412.96
3/29/2025,购买订阅,230,6927.41
3/28/2025,升级订阅,66,3031.38
3/28/2025,购买订阅,259,7731.68
3/28/2025,购买消息,134,1180
3/28/2025,降级订阅,1,14.99
3/28/2025,购买钻石,5,31.95
3/28/2025,续费订阅,458,8167.31
3/27/2025,升级订阅,58,1454.62
3/27/2025,购买订阅,259,5353.55
3/27/2025,购买消息,117,1030
3/27/2025,购买钻石,9,8.91
3/27/2025,续费订阅,482,9113.07
3/26/2025,续费订阅,448,8421.41
3/26/2025,购买消息,105,910
3/26/2025,购买钻石,12,59.88
3/26/2025,降级订阅,3,35.97
3/26/2025,购买订阅,218,6458.75
3/26/2025,升级订阅,80,1739.29
3/25/2025,续费订阅,464,8847.03
3/25/2025,购买消息,116,1008
3/25/2025,降级订阅,1,14.99
3/25/2025,购买钻石,6,9.94
3/25/2025,购买订阅,234,6673.48
3/25/2025,升级订阅,62,1824.67
3/24/2025,购买钻石,3,11.97
3/24/2025,购买消息,129,1142
3/24/2025,续费订阅,488,10351.01
3/24/2025,升级订阅,62,1401.61
3/24/2025,购买订阅,238,5620.33
3/23/2025,降级订阅,1,5.99
3/23/2025,购买钻石,5,13.95
3/23/2025,购买消息,120,1068
3/23/2025,续费订阅,462,8645.27
3/23/2025,升级订阅,62,2557.39
3/23/2025,购买订阅,229,5003.64
3/22/2025,购买订阅,243,6868.28
3/22/2025,升级订阅,57,2060.57
3/22/2025,续费订阅,484,8299.16
3/22/2025,降级订阅,2,20.98
3/22/2025,购买钻石,5,12.95
3/22/2025,购买消息,107,938
3/21/2025,购买订阅,320,7924.85
3/21/2025,升级订阅,71,1826.83
3/21/2025,续费订阅,455,8578.23
3/21/2025,购买钻石,3,6.97
3/21/2025,购买消息,112,976
3/20/2025,续费订阅,439,7886.61
3/20/2025,购买消息,117,1014
3/20/2025,购买钻石,5,17.95
3/20/2025,购买订阅,277,7017.28
3/20/2025,升级订阅,62,2197.43
3/19/2025,续费订阅,480,8600.09
3/19/2025,购买消息,88,752
3/19/2025,购买钻石,13,69.87
3/19/2025,降级订阅,1,5.99
3/19/2025,购买订阅,261,7459
3/19/2025,升级订阅,59,2351.96
3/18/2025,升级订阅,50,2023.37
3/18/2025,购买订阅,240,7771.32
3/18/2025,购买消息,130,1148
3/18/2025,购买钻石,5,35.95
3/18/2025,续费订阅,482,8890.18
3/17/2025,升级订阅,65,1423
3/17/2025,购买订阅,240,8113.87
3/17/2025,购买消息,107,926
3/17/2025,降级订阅,2,11.98
3/17/2025,购买钻石,6,9.94
3/17/2025,续费订阅,473,9783.83
3/16/2025,购买订阅,281,9699.8
3/16/2025,升级订阅,47,1216.31
3/16/2025,续费订阅,537,10140.63
3/16/2025,购买钻石,9,48.91
3/16/2025,降级订阅,1,5.99
3/16/2025,购买消息,109,954
3/15/2025,购买订阅,252,6135.52
3/15/2025,升级订阅,47,1966.59
3/15/2025,续费订阅,470,7974.19
3/15/2025,降级订阅,2,55.98
3/15/2025,购买钻石,2,1.98
3/15/2025,购买消息,117,986
3/14/2025,购买钻石,5,13.95
3/14/2025,购买消息,109,966
3/14/2025,续费订阅,472,10640.73
3/14/2025,升级订阅,59,2122.09
3/14/2025,购买订阅,239,7493.44
3/13/2025,购买钻石,3,11.97
3/13/2025,购买消息,126,1116
3/13/2025,续费订阅,473,8637.27
3/13/2025,升级订阅,77,1747.84
3/13/2025,购买订阅,249,7171.78
3/12/2025,升级订阅,69,2107.28
3/12/2025,购买订阅,247,8407.92
3/12/2025,降级订阅,1,14.99
3/12/2025,购买钻石,5,13.95
3/12/2025,购买消息,136,1180
3/12/2025,续费订阅,523,11073.33
3/11/2025,升级订阅,57,2141.06
3/11/2025,购买订阅,253,9117.19
3/11/2025,购买钻石,8,24.92
3/11/2025,降级订阅,2,20.98
3/11/2025,购买消息,128,1120
3/11/2025,续费订阅,423,9824.67
3/10/2025,续费订阅,489,8756.89
3/10/2025,购买钻石,6,17.94
3/10/2025,降级订阅,2,11.98
3/10/2025,购买消息,110,968
3/10/2025,购买订阅,249,7724.11
3/10/2025,升级订阅,39,921.23
3/9/2025,续费订阅,439,8252.39
3/9/2025,降级订阅,1,5.99
3/9/2025,购买钻石,2,10.98
3/9/2025,购买消息,116,992
3/9/2025,购买订阅,263,8923.2
3/9/2025,升级订阅,53,1829.76
3/8/2025,购买消息,120,1056
3/8/2025,购买钻石,1,9.99
3/8/2025,降级订阅,1,49.99
3/8/2025,续费订阅,455,8781.45
3/8/2025,升级订阅,53,1526.62
3/8/2025,购买订阅,275,7828.3
3/7/2025,购买消息,95,862
3/7/2025,降级订阅,2,20.98
3/7/2025,购买钻石,3,20.97
3/7/2025,续费订阅,533,10532.56
3/7/2025,升级订阅,60,1649.19
3/7/2025,购买订阅,251,9568.11
3/6/2025,购买订阅,286,9409.99
3/6/2025,升级订阅,70,2324.69
3/6/2025,续费订阅,425,7710.53
3/6/2025,购买消息,107,930
3/6/2025,降级订阅,1,49.99
3/6/2025,购买钻石,4,16.96
3/5/2025,购买订阅,283,10596.14
3/5/2025,升级订阅,54,1127.66
